episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
13,104,4.725790526736883,1.332894194331831,-6.785792664810106,6.785792664810106,8,4.741783444929363,11.51158319154699,11.51158319154699,-8.75561237335205,247.43859672546387,-262.6249694824219,0.04981653206050396,5.388975620269775,-67.56549453735352,0.25,0.125,0.11787109374999999,0.1393359375,0.0075390625,5.5,0.875,6.806400026115043,2,0.0,,,
14,112,4.74241304142127,1.357827966358411,-6.76917015012572,6.76917015012572,8,4.741783444929363,11.51158319154699,11.51158319154699,-11.66298532485962,159.4615879058838,-262.09129333496094,0.04978663194924593,8.308102130889893,-67.37006378173828,0.25,0.0,0.14443359374999998,0.15451171875,0.00830078125,5.5,0.875,6.774135763008778,2,1.0,,,
15,120,11.304026095673574,10.763260372343973,-1.0815314466591968,1.0815314466591968,0,11.30359912680709,12.385557542332771,12.385557542332771,-15.696608066558838,99.65845489501953,-261.7030334472656,0.04973809327930212,12.35248064994812,-67.21448135375977,0.5,0.125,0.17099609375,0.13083984375,0.00697265625,2.0,0.0,1.0836601247288922,2,0.0,,,
16,128,11.302383875533144,10.76079704213333,-1.0831736667996275,1.0831736667996275,0,11.30359912680709,12.385557542332771,12.385557542332771,-21.484384536743164,47.1470890045166,-260.8822555541992,0.04967845045030117,18.15958595275879,-66.90620613098145,0.5,0.25,0.19755859375,0.1089990234375,0.0057666015625,2.0,0.0,1.082072951703829,2,1.0,11.204915975264166,10.720830744031852,-0.8037456287697422
17,136,11.106217895661521,10.027873660837574,-2.1566884696478894,2.1566884696478894,0,11.119222703368518,13.26290636530941,13.26290636530941,-26.151851654052734,42.79603719711304,-259.1045379638672,0.04961895104497671,22.862140655517578,-66.27954483032227,0.5,0.125,0.22412109375,0.1230029296875,0.0064501953125,2.0,0.0,2.152994126841894,2,0.0,,,
18,144,11.102604852037683,10.022454095401821,-2.160301513271728,2.160301513271728,0,11.119222703368518,13.26290636530941,13.26290636530941,-26.507248401641846,36.89812731742859,-255.8310546875,0.04955969098955393,23.277194023132324,-65.15555953979492,0.5,0.25,0.25068359375,0.1022607421875,0.0053173828125,2.0,0.0,2.164924395951206,2,1.0,,,
19,152,11.303919013813841,11.41381944802493,0.5495021710554351,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-25.615684986114502,29.472514152526855,-249.2023162841797,0.049500792287290096,22.500336170196533,-62.91635704040527,0.5,0.375,0.27724609375,0.08210449218749999,0.0042236328125,2.0,0.0,0.0,2,0.0,,,
20,160,11.30022613526635,11.409387993767936,0.5458092925079434,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-26.5211238861084,28.974790334701538,-237.91578674316406,0.049442579969763756,23.596701622009277,-59.130014419555664,0.5,0.25,0.30380859374999997,0.09493652343749999,0.0048291015625,2.0,0.0,0.0,2,1.0,7.654690532270053,5.3749374237729395,-4.559506216994228
21,168,10.799907933490942,9.606252600998717,-2.387310664984451,2.387310664984451,0,10.76194512950725,13.187218598475393,13.187218598475393,-28.32757043838501,25.505157470703125,-218.40082931518555,0.04938560910522938,25.728543281555176,-52.61146354675293,0.5,0.25,0.33037109375,0.09134765624999999,0.00458984375,2.0,0.0,2.390689797011999,2,0.0,,,
22,176,10.81448970566221,9.628125259255617,-2.3727288928131838,2.3727288928131838,0,10.76194512950725,13.187218598475393,13.187218598475393,-27.61083221435547,29.089256048202515,-185.79232788085938,0.04933085944503546,25.550779819488525,-41.7473087310791,0.5,0.5,0.35693359375,0.05872558593749999,0.0029150390625000003,2.0,0.0,2.376633672395518,2,1.0,,,
23,184,4.592202501880888,1.267716302794748,-6.648972398172281,6.648972398172281,8,4.717650770311104,11.241174900053169,11.241174900053169,-25.36366367340088,25.597000122070312,-148.960205078125,0.04929518699645996,23.909513473510742,-29.4928617477417,0.25,0.25,0.38349609375,0.08402343749999999,0.0041015625,5.5,0.875,6.671227162008831,2,0.0,,,
24,192,4.693240528861065,1.419273343265012,-6.547934371192104,6.547934371192104,0,4.717650770311104,11.241174900053169,11.241174900053169,-25.253198623657227,36.50878667831421,-124.05424880981445,0.04927094932645559,24.207919120788574,-21.210832595825195,0.25,0.25,0.41005859375,0.0808740234375,0.0038916015625,5.5,0.875,6.529977038083736,2,1.0,10.981294709542563,9.993866274507045,-1.9748568700710418
25,200,10.940437129242692,9.980428010120907,-1.9200182382435749,1.9200182382435749,0,10.914924120981635,12.860455367486267,12.860455367486267,-22.903728485107422,36.0251784324646,-79.89416122436523,0.04923562705516815,22.58184576034546,-6.535103663802147,0.5,0.375,0.43662109374999997,0.064306640625,0.003037109375,2.0,0.0,1.9194844279065482,2,0.0,,,
26,208,10.954307478516277,10.001233534031282,-1.9061478889699899,1.9061478889699899,0,10.914924120981635,12.860455367486267,12.860455367486267,-22.30482053756714,34.77616572380066,-43.01381301879883,0.04919946659356356,22.58614730834961,5.717619061470032,0.5,0.75,0.46318359375,0.0247119140625,0.0011474609375,2.0,0.0,1.9063768146620896,2,1.0,,,
27,216,10.996098078768604,9.968223222282436,-2.055749712972341,2.055749712972341,0,11.081237686939467,13.051847791740945,13.051847791740945,-25.731510162353516,29.45798635482788,-27.51274871826172,0.04917148593813181,26.2658953666687,10.866525173187256,0.5,0.25,0.48974609375,0.070546875,0.0032031250000000002,2.0,0.0,2.05110140307778,2,0.0,,,
28,224,10.98213554066685,9.9472794151298,-2.0697122510740957,2.0697122510740957,0,11.081237686939467,13.051847791740945,13.051847791740945,-25.792426109313965,27.741172075271606,-32.11533737182617,0.049149785190820694,26.25154209136963,9.340285301208496,0.5,0.5,0.51630859375,0.0439306640625,0.0019287109375,2.0,0.0,2.06515412815984,2,1.0,10.99792139831811,11.665115032595699,3.335968171387934
29,232,11.24891503420204,12.394703456860396,5.728942113291784,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-26.013161659240723,24.865795612335205,-43.74353790283203,0.04913171473890543,26.28254985809326,5.482514917850494,0.5,0.875,0.54287109375,0.01048828125,0.00044921874999999997,2.0,0.0,0.0,2,0.0,,,
30,240,11.244132184781241,12.388964037555438,5.724159263870985,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-27.15300750732422,25.610791206359863,-60.78615188598633,0.04911482147872448,27.144609451293945,-0.17116013169288635,0.5,0.5,0.5694335937499999,0.039755859375,0.0016503906250000002,2.0,0.0,0.0,2,1.0,,,
31,248,10.755276208856012,10.945544744037196,0.9513426759059147,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-27.268920421600342,27.645436763763428,-67.90952491760254,0.04909704998135567,27.14457893371582,-2.5323688685894012,0.5,0.5,0.59599609375,0.0373388671875,0.0014892578125,2.0,0.0,0.0,2,0.0,,,
32,256,10.759565513030601,10.950691909046705,0.9556319800805042,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-26.566624641418457,26.663817882537842,-81.1572437286377,0.049077666364610195,26.22675848007202,-6.924494385719299,0.5,0.875,0.62255859375,0.0085107421875,0.00031738281249999996,2.0,0.0,0.0,2,1.0,8.323715156487113,6.423914384076608,-3.799601544821004
33,264,5.285859729814307,2.313841914321978,-5.94403563098466,5.94403563098466,0,5.6268397719014045,11.229895360798967,11.229895360798967,-26.249972343444824,26.073501586914062,-92.54758071899414,0.0490630054846406,25.724952697753906,-10.700119018554688,0.25,0.875,0.64912109375,0.0082177734375,0.00029785156250000005,5.5,0.875,5.943179233002622,2,0.0,,,
34,272,5.302009768573435,2.3380669724606697,-5.927885592225532,5.927885592225532,0,5.6268397719014045,11.229895360798967,11.229895360798967,-25.044032096862793,35.13484191894531,-99.51989364624023,0.04905130248516798,24.405794143676758,-13.010468006134033,0.25,0.625,0.67568359375,0.0228955078125,0.0007763671874999999,5.5,0.875,5.929202945382766,2,1.0,,,
35,280,11.353691648248315,10.522168451463841,-1.6630463935689512,1.6630463935689512,0,11.30219565143326,13.016738041817266,13.016738041817266,-24.181198120117188,35.6910297870636,-104.90412139892578,0.04903043806552887,23.455857753753662,-14.791922330856323,0.5,0.625,0.7022460937499999,0.020771484374999996,0.0006347656250000001,2.0,0.0,1.6624420017141062,2,0.0,,,
36,288,11.350803747344482,10.517836600108092,-1.665934294472784,1.665934294472784,0,11.30219565143326,13.016738041817266,13.016738041817266,-24.18440580368042,34.84137320518494,-117.66207885742188,0.04900165554136038,23.252458572387695,-19.0158634185791,0.5,0.5,0.72880859375,0.026059570312500002,0.0007373046874999999,2.0,0.0,1.665113765223492,2,1.0,4.347072733680674,0.6317270250388642,-7.430691417283622
37,296,4.289814937863287,0.543780073341233,-7.492069729044106,7.492069729044106,8,4.648502654770328,11.781884666907393,11.781884666907393,-25.218162536621094,33.61105680465698,-131.1849365234375,0.0489798029884696,24.06732749938965,-23.493149757385254,0.25,0.75,0.75537109375,0.011235351562499999,0.0002490234374999999,5.5,0.875,7.491350945667856,2,0.0,,,
38,304,4.306057541781192,0.5681439792180905,-7.475827125126201,7.475827125126201,8,4.648502654770328,11.781884666907393,11.781884666907393,-25.320612907409668,37.042829513549805,-143.10108947753906,0.04896249249577522,23.976981163024902,-27.43840217590332,0.25,0.875,0.78193359375,0.0053613281249999985,0.0001074218750000001,5.5,0.875,7.477699171820516,2,1.0,,,
39,312,4.427562453638773,0.7545218629475591,-7.346081181382427,7.346081181382427,8,4.686238886648063,11.7736436350212,11.7736436350212,-23.800168991088867,30.401771783828735,-140.30935668945312,0.04894408490508795,22.5026216506958,-26.5072078704834,0.25,0.875,0.80849609375,0.0048486328125,7.324218749999996e-05,5.5,0.875,7.3487286836102665,2,0.0,,,
40,320,4.452298158519024,0.7916254202679356,-7.3213454765021755,7.3213454765021755,8,4.686238886648063,11.7736436350212,11.7736436350212,-22.597820281982422,33.55283308029175,-152.00142669677734,0.04892459884285927,21.111446380615234,-30.37626075744629,0.25,0.875,0.8350585937499999,0.0041162109375,2.4414062499999913e-05,5.5,0.875,7.326019013503499,2,1.0,11.086868655861252,9.994960760857047,-2.1838157900084125
41,328,10.958314681701346,9.868982448821994,-2.1786644657587093,2.1786644657587093,0,11.100854530759465,13.136979147460055,13.136979147460055,-22.651151657104492,34.21862006187439,-165.95644760131836,0.048890299163758755,20.940138339996338,-34.98958778381348,0.5,1.0,0.85,0.0,0.0,2.0,0.0,2.1798569096819116,2,0.0,,,
42,336,10.963947725466255,9.877432014469356,-2.1730314219938,2.1730314219938,0,11.100854530759465,13.136979147460055,13.136979147460055,-25.07704782485962,30.301676511764526,-179.70327758789062,0.04884393513202667,23.145962238311768,-39.52639389038086,0.5,0.75,0.85,0.0075,0.0,2.0,0.0,2.1753505986697133,2,1.0,,,
43,344,11.200404144252197,10.09841134423866,-2.203985600027078,2.203985600027078,0,11.064879606584622,13.404389744279275,13.404389744279275,-27.181418418884277,27.034525632858276,-190.81968688964844,0.04879309982061386,25.073626041412354,-43.187336921691895,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.2003808530784434,2,0.0,,,
44,352,11.185901599254597,10.076657526742256,-2.2184881450246774,2.2184881450246774,0,11.064879606584622,13.404389744279275,13.404389744279275,-29.986578464508057,30.261417865753174,-199.66441345214844,0.04873833619058132,27.739497184753418,-46.09202575683594,0.5,0.625,0.85,0.01125,0.0,2.0,0.0,2.214929053150306,2,1.0,8.14492981838685,6.732519610905256,-2.683288544460382
45,360,5.48979597365687,2.5692851163313106,-5.8410217146511165,5.8410217146511165,0,5.642379939993957,11.330817688307986,11.330817688307986,-30.218257904052734,29.288915395736694,-205.5378875732422,0.048698773607611656,27.879375457763672,-48.01666259765625,0.25,1.0,0.85,0.0,0.0,5.5,0.875,5.840167021760136,2,0.0,,,
46,368,5.486536874634029,2.564396467797052,-5.844280813673957,5.844280813673957,0,5.642379939993957,11.330817688307986,11.330817688307986,-30.319082260131836,35.89013910293579,-205.35906219482422,0.04866906441748142,27.985156059265137,-47.943891525268555,0.25,0.875,0.85,0.00375,0.0,5.5,0.875,5.845196427562216,2,1.0,,,
47,376,10.78991872887431,10.882778667171877,0.4642996914878328,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-29.194743156433105,38.83564567565918,-207.57589721679688,0.04861963912844658,26.82835865020752,-48.656124114990234,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,0.0,2,0.0,,,
48,384,10.785104985292111,10.87700217487324,0.4594859479056339,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-29.32153844833374,45.165430545806885,-204.44141006469727,0.048557449132204056,27.009868144989014,-47.59111213684082,0.5,0.5,0.85,0.015,0.0,2.0,0.0,0.0,2,1.0,11.286822213146603,11.673892819038345,2.195805773700544
